,ETH,score,rank,collection_size,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
1285,0.3388,0.932972984342263,6857,10000,Silver Hoop,Yellow,Cream,,Bored Unshaven,Crazy,Short Mohawk
1286,0.4,1.089662949722887,2201,10000,Gold Hoop,New Punk Blue,Brown,Bone Tee,Dumbfounded,Closed,Beanie
1288,89.0,1.0773975061432628,2460,10000,,Gray,Dark Brown,Blue Dress,Tongue Out,Angry,Spinner Hat
1289,43.0,0.9254322503389724,7114,10000,,Purple,Golden Brown,Toga,Dumbfounded,Crazy,
1290,135.0,0.9771566413455056,5307,10000,,,,,,,
1291,129.999,0.8478207270410885,9154,10000,Silver Stud,Army Green,Tan,,Bored,Coins,
1292,45.99,0.9520173097317902,6182,10000,,Purple,Brown,Stunt Jacket,Rage,Bored,Sushi Chef Headband
1293,0.75,0.9987025961074996,4542,10000,,Orange,Dark Brown,Sleeveless Logo T,Bored Kazoo,Sad,
1294,15.99,0.8592554533404207,8947,10000,,Purple,Red,,Jovial,Bored,Beanie
1295,71.0,0.8433746674141877,9230,10000,Gold Stud,Purple,Black,Sleeveless T,Bored,Bored,
1296,116.9,0.9261831095276276,7084,10000,,Yellow,Cheetah,Guayabera,Bored Cigarette,Coins,
1297,1.9,0.9159038763941518,7427,10000,,Army Green,Blue,,Bored,3d,Bandana Blue
1298,0.45,1.06505666553504,2736,10000,Silver Stud,New Punk Blue,Brown,Prom Dress,Bored Bubblegum,Sad,
1299,10.0,1.2188510484837178,515,10000,Gold Stud,Blue,Zombie,Hip Hop,Bored Unshaven,Coins,Bunny Ears
1300,3.2,0.990660936759183,4827,10000,,New Punk Blue,Black,,Bored Dagger,Bloodshot,Irish Boho
1302,55.0,1.08477677582613,2313,10000,Gold Stud,New Punk Blue,Pink,Prom Dress,Rage,Bloodshot,
1303,55.0,0.9255395571806246,7111,10000,,Yellow,Dark Brown,Toga,Jovial,Bored,Horns
1305,0.07,1.1397321924274932,1345,10000,Silver Stud,Yellow,Blue,Sailor Shirt,Grin,Scumbag,Beanie
1306,2.0,1.2260640773271907,464,10000,Silver Hoop,New Punk Blue,Noise,,Bored Unshaven Bubblegum,Robot,Police Motorcycle Helmet
1307,7.1,1.0847251725119509,2315,10000,,Aquamarine,Golden Brown,Toga,Tongue Out,Coins,Party Hat 2
1308,24.0,0.8892309033014689,8245,10000,,Blue,Red,,Bored,Eyepatch,
1309,41.33,0.8517141343181186,9081,10000,,Purple,Black,Black T,Bored,Coins,Halo
1312,8.08,0.9000869974160212,7931,10000,,Yellow,Dark Brown,Bayc T Black,Bored,Sad,Stuntman Helmet
1313,17.0,0.972939800627034,5473,10000,,Blue,Brown,Caveman Pelt,Grin,Zombie,Army Hat
1314,119.0,0.8769517569984921,8554,10000,,Gray,Black,Black Holes T,Bored Unshaven,Scumbag,
1317,0.899,0.8752766467519364,8595,10000,,,,,,,
1318,16.34,0.9838680713290489,5065,10000,,Army Green,Golden Brown,Tuxedo Tee,Bored Unshaven Cigarette,Coins,Commie Hat
1320,55.0,0.8458319821334822,9183,10000,,Army Green,Cream,Hip Hop,Bored,Bloodshot,
1322,0.5,0.8999857484736002,7936,10000,,Yellow,Golden Brown,Sleeveless T,Bored,Closed,Spinner Hat
1323,150.0,1.199797699261701,676,10000,Diamond Stud,Blue,Gray,Guayabera,Tongue Out,Cyborg,
1324,83.69,1.0015927496867103,4454,10000,,Orange,Cream,Puffy Vest,Discomfort,Bored,Stuntman Helmet
1325,149.96,1.2061055504838996,618,10000,Silver Stud,Aquamarine,Black,Prison Jumpsuit,Discomfort,Cyborg,Beanie
1326,68.5,0.8867522493260164,8311,10000,,Blue,Gray,Striped Tee,Grin,3d,
1327,0.42,0.9960742431744364,4643,10000,,,,,,,
1328,67.4526,0.9598703353242712,5901,10000,,,,,,,
1329,98.9,0.7767936354691974,9891,10000,,Purple,Brown,Navy Striped Tee,Bored,Sad,
1330,1.7,1.1555744506312673,1134,10000,,,,,,,
1331,35.0,1.1935144014576162,740,10000,Gold Hoop,Blue,Golden Brown,Smoking Jacket,Phoneme Oh,Bloodshot,Horns
1332,0.75,1.0292708876040946,3609,10000,,Yellow,Robot,Toga,Tongue Out,Sleepy,Beanie
1333,0.85,1.1057096701013245,1870,10000,,Yellow,Zombie,Striped Tee,Phoneme Wah,Blue Beams,
1334,32.0,0.8667005310361362,8784,10000,,Orange,Brown,Guayabera,Bored Unshaven,Bored,Police Motorcycle Helmet
1335,7.99,1.1549725928652963,1143,10000,Gold Stud,New Punk Blue,Zombie,Tuxedo Tee,Bored Unshaven,Sleepy,S&m Hat
1336,16.18,0.9582782959360988,5956,10000,,Yellow,Red,Black Holes T,Bored,Blindfold,Short Mohawk
1337,77.0,1.0524410534413706,3012,10000,,Army Green,Tan,Hawaiian,Phoneme  ooo,Scumbag,Army Hat
1338,6.89,0.9687286409532678,5609,10000,,Purple,Cream,Sailor Shirt,Dumbfounded,Bloodshot,Bunny Ears
1339,0.2,1.0340992179862687,3486,10000,,Purple,Black,Cowboy Shirt,Rage,Coins,Bayc Hat Black
1340,1.88,1.2137781346863892,557,10000,Silver Stud,Yellow,Brown,Caveman Pelt,Phoneme Oh,Eyepatch,Spinner Hat
1341,55.0,1.2565041962263903,279,10000,Cross,Blue,Red,Smoking Jacket,Phoneme Vuh,Sleepy,Commie Hat
1343,70.0,1.0529191004552116,3001,10000,Silver Hoop,Purple,Tan,Striped Tee,Bored,Robot,Halo
1344,52.0,0.7570231685299763,9946,10000,,Yellow,Brown,Guayabera,Bored Unshaven,Bored,
1345,86.5,0.8583176647420147,8965,10000,,Army Green,Dark Brown,Lab Coat,Bored Unshaven,Crazy,
1346,55.0,0.9733185982514092,5452,10000,,Aquamarine,White,,Bored Cigarette,Crazy,Faux Hawk
1347,3.1,0.995198607720741,4674,10000,,Purple,Dark Brown,Sailor Shirt,Phoneme Wah,Crazy,Cowboy Hat
1348,0.3,0.8763942857721739,8567,10000,,New Punk Blue,Black,Sailor Shirt,Jovial,Bloodshot,
1349,89.89,1.0858520245025778,2293,10000,,New Punk Blue,White,Striped Tee,Bored Unshaven Cigar,Robot,Commie Hat
1350,24.24,1.006651929590656,4291,10000,,Army Green,Cheetah,Guayabera,Bored,Heart,Bandana Blue
1351,1.15,0.9029429728080656,7850,10000,,Yellow,Cheetah,Hawaiian,Phoneme  ooo,Bored,
1353,10.3,1.1411338121752366,1322,10000,Gold Stud,Yellow,Gray,Service,Phoneme Wah,Eyepatch,
1354,69.0,0.9336454680451916,6830,10000,,Orange,Black,Lumberjack Shirt,Bored Unshaven,Scumbag,Short Mohawk
1355,80.5,0.8971003141871138,8012,10000,Gold Stud,Yellow,Brown,Bandolier,Bored,Bloodshot,
1357,0.38,1.0450271644847409,3184,10000,,,,,,,
1358,144.0,1.2769070965736944,202,10000,Silver Stud,Aquamarine,Dark Brown,Bayc T Red,Bored Pipe,X Eyes,Stuntman Helmet
1359,120.0,0.925975621331802,7090,10000,,Purple,Black,,Phoneme Wah,Bloodshot,
1360,114.888,0.8165267024252857,9608,10000,,Army Green,Dark Brown,Wool Turtleneck,Bored,Bored,S&m Hat
1362,19.0,1.3384825965999534,57,10000,Cross,Aquamarine,White,Lab Coat,Phoneme L,Zombie,Fez
1363,69.0,0.912997084193986,7525,10000,,Gray,Dark Brown,Space Suit,Bored Unshaven,Bloodshot,Bowler
1364,49.98,0.8887785972654643,8259,10000,,New Punk Blue,Golden Brown,Work Vest,Bored,Bored,Police Motorcycle Helmet
1365,40.0,0.8414704310207546,9269,10000,,Aquamarine,Brown,Smoking Jacket,Bored,X Eyes,
1367,136.0,1.175277265971387,929,10000,,,,,,,
1368,1.0,0.9159059739807665,7426,10000,,,,,,,
1369,119.0,1.2349597031885435,393,10000,Silver Stud,Purple,Gray,Leather Punk Jacket,Bored Unshaven Cigarette,3d,Prussian Helmet
1373,158.0,1.1119998406348484,1765,10000,Silver Hoop,Aquamarine,Cheetah,Striped Tee,Phoneme Oh,Bored,Short Mohawk
1375,109.0,1.129194257292468,1514,10000,Gold Stud,Purple,Golden Brown,Caveman Pelt,Bored Unshaven,Coins,Halo
1377,90.0,0.892232753585415,8150,10000,,Army Green,Dark Brown,,Phoneme Vuh,Sleepy,
1378,3.9,0.7651927540012904,9922,10000,,Army Green,Golden Brown,,Bored,Bored,Army Hat
1379,7.5,0.8590296216919361,8948,10000,,Aquamarine,Black,Navy Striped Tee,Bored,Angry,Short Mohawk
1380,120.0,0.8672578247188866,8775,10000,,Yellow,White,Black T,Bored Unshaven,3d,
1382,0.4,0.8668113595070798,8782,10000,,Aquamarine,Black,Tie Dye,Bored,Bloodshot,Halo
1384,93.0,1.106196567140814,1863,10000,Silver Hoop,Orange,Dark Brown,Sleeveless Logo T,Phoneme Oh,Bored,Commie Hat
1385,2.8,1.023725904929499,3777,10000,,Army Green,Zombie,Tanktop,Bored Unshaven Cigar,Sleepy,
1386,1.44,0.788027326071105,9845,10000,,,,,,,
1387,86.0,1.0002546750940482,4502,10000,,Aquamarine,Red,Pimp Coat,Small Grin,Sleepy,
1388,4.069,0.8946200240316423,8084,10000,,,,,,,
1389,43.0,0.8938424554221114,8106,10000,Silver Stud,Army Green,Golden Brown,,Bored Cigarette,Bored,Short Mohawk
1390,98.75,1.0478747993263644,3122,10000,,Aquamarine,Brown,Vietnam Jacket,Bored Unshaven Cigar,Bloodshot,Faux Hawk
1391,0.0,0.949873133769248,6256,10000,,Purple,Cheetah,Leather Jacket,Bored,Sunglasses,Halo
1392,5.0,0.9692816463626092,5591,10000,,Aquamarine,Blue,,Rage,Crazy,Short Mohawk
1393,83.0,0.9841112909575308,5057,10000,,Aquamarine,Black,Striped Tee,Bored Unshaven Pipe,Bored,Police Motorcycle Helmet
1394,27.0,1.007573717310309,4253,10000,,Gray,Zombie,Tanktop,Bored Unshaven,Zombie,Bayc Flipped Brim
1396,0.198,0.9397054381551476,6635,10000,,,,,,,
1397,85.0,0.868474206305314,8743,10000,,,,,,,
1398,49.85,0.823690569457915,9541,10000,,Orange,Black,,Bored Unshaven Cigarette,Bored,Commie Hat
1399,67.0,1.0201517413804084,3877,10000,,,,,,,
1400,25.0,0.9803553067692052,5198,10000,Gold Stud,Blue,Dark Brown,,Bored Unshaven Cigarette,Closed,Horns
1401,104.0,0.94182727535291,6550,10000,,Orange,White,,Bored Cigarette,Eyepatch,Commie Hat
1402,210.0,1.0751751249380206,2499,10000,,Army Green,Cream,Service,Bored Party Horn,Scumbag,
1403,53.31,0.9633728413325756,5774,10000,,Blue,Black,Biker Vest,Grin,Eyepatch,S&m Hat
1406,69.0,0.8489488860531641,9135,10000,,Blue,Dark Brown,Leather Jacket,Bored,Scumbag,
1407,74.0,0.873884593305507,8623,10000,,Aquamarine,Dark Brown,Tuxedo Tee,Bored Unshaven,Sad,Cowboy Hat
1408,0.08,0.8505189749997907,9107,10000,,New Punk Blue,Dark Brown,,Grin,Closed,Horns
1409,5.0,1.1597045346159365,1092,10000,,Blue,Gray,Tweed Suit,Discomfort,X Eyes,Ww2 Pilot Helm
1410,94.69,1.274275721984344,215,10000,Silver Stud,Purple,Dark Brown,Rainbow Suspenders,Bored Party Horn,X Eyes,Horns
1411,33.999,1.1981901903371228,694,10000,Silver Stud,Gray,Black,Vietnam Jacket,Phoneme L,Hypnotized,Halo
1412,15.25,0.9870047481832604,4944,10000,,Yellow,Golden Brown,Leather Jacket,Discomfort,Bloodshot,Fez
1414,6.1,1.238267342351746,379,10000,Silver Hoop,Orange,Red,Bone Necklace,Small Grin,Wide Eyed,Police Motorcycle Helmet
1415,2.65,1.19984768667273,675,10000,Silver Hoop,Army Green,Trippy,Bone Tee,Bored Unshaven,Sleepy,Bunny Ears
1416,1.35,0.8140384030496781,9641,10000,,Aquamarine,Brown,,Bored,Coins,Bayc Hat Black
1417,16.3,1.002669063586601,4421,10000,,,,,,,
1418,129.0,0.9320639896151912,6892,10000,,Gray,White,Black T,Phoneme Vuh,Closed,
1419,3.31,1.0141246771318295,4051,10000,,,,,,,
1420,95.0,0.9437551232634545,6476,10000,,Yellow,Black,,Tongue Out,3d,
1421,50.0,0.938099459023134,6690,10000,,Purple,Red,Smoking Jacket,Bored Unshaven,Sad,Commie Hat
1422,86.8,0.7355395287354719,9983,10000,,Purple,Brown,,Bored,Bloodshot,Beanie
1423,1.91,1.04193059836107,3276,10000,Silver Stud,Aquamarine,Gray,Bandolier,Bored,Bloodshot,Beanie
1424,99.99,0.9644600858496896,5744,10000,Diamond Stud,New Punk Blue,White,,Bored,Sad,Beanie
1425,44.0,1.165331726997142,1024,10000,Gold Hoop,Blue,Tan,Striped Tee,Dumbfounded,Bloodshot,Faux Hawk
1426,100.0,0.9549585823357808,6080,10000,Silver Hoop,Orange,Pink,Sleeveless T,Bored Unshaven,Sunglasses,
1427,125.0,0.9222735113796962,7198,10000,,Army Green,Black,Vietnam Jacket,Rage,3d,
1428,85.0,1.1973581961799618,706,10000,,Blue,Blue,Blue Dress,Bored Bubblegum,Zombie,Ww2 Pilot Helm
1429,50.6942,0.906846264590561,7717,10000,,Gray,Cream,Tanktop,Bored,Closed,Bayc Hat Black
1430,65.0,1.0005626853612872,4490,10000,Silver Hoop,Gray,Brown,Cowboy Shirt,Bored,Bored,Short Mohawk
1431,17.0,0.8815733852806479,8438,10000,Silver Hoop,Aquamarine,Black,Bayc T Black,Bored,3d,
1432,0.55,1.103601474696141,1911,10000,,Blue,Gray,Puffy Vest,Jovial,Hypnotized,Stuntman Helmet
1433,82.5,0.8878589850641877,8284,10000,,Blue,Brown,Tuxedo Tee,Phoneme  ooo,Bloodshot,
1434,79.99,0.91741579195,7364,10000,,New Punk Blue,Cream,Hawaiian,Grin,Zombie,
1435,6.45,1.126794614590095,1542,10000,Silver Stud,Purple,Dark Brown,Tie Dye,Grin,Sad,Vietnam Era Helmet
1436,1.9969,0.9789541276228064,5249,10000,,Orange,Dark Brown,Caveman Pelt,Phoneme  ooo,Bored,Prussian Helmet
1437,0.33,1.1444767480184035,1278,10000,Cross,Orange,Dmt,Bayc T Black,Bored,Bored,Fez
1438,2.7,1.2650957879083065,247,10000,Gold Hoop,Aquamarine,Pink,Prison Jumpsuit,Small Grin,Wide Eyed,Bayc Hat Red
1439,2.0,1.0929519623638675,2140,10000,,Purple,Black,Hawaiian,Grin Diamond Grill,Hypnotized,Bayc Hat Black
1440,1.2652499999999998,0.9609484992311316,5860,10000,,Orange,Pink,Striped Tee,Dumbfounded,Closed,S&m Hat
1442,118.0,0.9738205509761858,5431,10000,Gold Hoop,Gray,Brown,Kings Robe,Bored,Coins,
1443,124.8,0.7570426882782169,9945,10000,,Yellow,Dark Brown,Tanktop,Bored Unshaven,Bored,
1444,115.0,0.9507002654784834,6234,10000,,,,,,,
1445,0.45,1.031848024596755,3549,10000,Silver Hoop,Orange,Cheetah,Biker Vest,Bored,Sleepy,Beanie
1446,289.0,0.9959544818253232,4648,10000,,Aquamarine,Trippy,,Bored Pipe,Bored,Beanie
1447,110.69,0.8524339899049501,9068,10000,,Blue,Dark Brown,Caveman Pelt,Bored Unshaven,Sleepy,Beanie
1448,0.78,0.9806750228817488,5185,10000,,Orange,Gray,Leather Punk Jacket,Bored Unshaven,Robot,Army Hat
1449,8.3,0.8302129181588715,9439,10000,,Purple,Dark Brown,,Bored,Crazy,Bunny Ears
1450,20.0,0.993105314417503,4753,10000,,Purple,Pink,Hawaiian,Grin,3d,Sushi Chef Headband
1451,0.44,0.9866227740381656,4964,10000,,,,,,,
1452,93.0,0.9534358989571846,6127,10000,,Aquamarine,Brown,Prison Jumpsuit,Phoneme L,Sleepy,Cowboy Hat
1454,69.0,0.9006544633735856,7919,10000,Silver Hoop,Orange,Black,Black Suit,Bored,Bored,
1455,0.26,1.121921544649181,1603,10000,,,,,,,
1456,0.45,1.0882196347515207,2226,10000,Diamond Stud,Purple,Dark Brown,Bayc T Black,Bored Cigarette,Bored,Fez
1457,0.52,1.0508946315947114,3034,10000,,Orange,Robot,,Bored Cigar,Eyepatch,Halo
1459,1.9,1.08765956535854,2238,10000,,,,,,,
1460,64.99,0.8665980456555519,8786,10000,Silver Hoop,Aquamarine,Dark Brown,,Bored Unshaven,Bored,Prussian Helmet
1461,12.5,0.9260602874802752,7087,10000,,Army Green,Dark Brown,Admirals Coat,Bored Unshaven,Sleepy,Cowboy Hat
1462,24.0,0.988652860244124,4889,10000,,Blue,Robot,Black Holes T,Bored,Wide Eyed,Stuntman Helmet
1463,9.99,0.8793093174875406,8491,10000,,Orange,Golden Brown,Bone Necklace,Grin,Closed,
1464,49.0,0.7912411022738746,9831,10000,,Yellow,Pink,,Bored,Bored,Bowler
1465,86.69,1.005770259479826,4316,10000,,,,,,,
1466,0.4,0.9756408245557268,5361,10000,,New Punk Blue,Dark Brown,Prison Jumpsuit,Discomfort,Closed,Army Hat
1467,6.5,0.9866570745032668,4959,10000,,,,,,,
1469,800.0,1.0081826893961552,4230,10000,,,,,,,
1470,1.9,0.9729720302268052,5468,10000,,Army Green,Cream,Puffy Vest,Bored Cigarette,X Eyes,Beanie
1471,76.0,0.8862131143498876,8327,10000,,,,,,,
1472,100.0,0.9033923878223258,7831,10000,,Aquamarine,Golden Brown,Toga,Bored Unshaven,Bored,Prussian Helmet
1473,0.45,1.0513076959519858,3029,10000,,Aquamarine,White,Bandolier,Bored Unshaven Cigarette,3d,Irish Boho
1474,27.9,0.9743396873024645,5407,10000,,New Punk Blue,White,Vietnam Jacket,Bored Unshaven,Crazy,Horns
1475,34.5,0.9004106726733859,7921,10000,,Orange,Dark Brown,Striped Tee,Bored Unshaven,3d,Faux Hawk
1476,50.0,1.1404872785613394,1336,10000,Cross,Aquamarine,Brown,Service,Phoneme  ooo,Scumbag,
1477,77.0,0.9951775872063652,4676,10000,,Army Green,Black,Black T,Small Grin,Eyepatch,Horns
1478,1.4,1.1584943339322176,1105,10000,Silver Hoop,New Punk Blue,Red,Prison Jumpsuit,Bored Unshaven,Eyepatch,Stuntman Helmet
1479,145.0,0.9483013744014642,6308,10000,,Blue,Golden Brown,,Bored Cigar,Bloodshot,Halo
1481,63.929745,0.9195474134894782,7294,10000,,,,,,,
1482,0.88,0.9375634463528818,6706,10000,,Orange,Black,Tweed Suit,Bored,Scumbag,Commie Hat
1483,125.0,0.9168642520925492,7387,10000,,Orange,Gray,,Bored Cigarette,Angry,Commie Hat
1484,74.0,1.0861641975532048,2282,10000,Diamond Stud,Blue,Blue,,Grin Gold Grill,Bored,Cowboy Hat
1485,4.0,0.8262417355841327,9504,10000,,Yellow,Pink,,Bored Unshaven,Bored,Bunny Ears
1486,196.11,0.970867174132228,5546,10000,,Yellow,Cheetah,Bayc T Red,Grin,Eyepatch,
1487,38.0,0.9116263366859252,7562,10000,,Yellow,Dark Brown,Tuxedo Tee,Bored,3d,Prussian Helmet
1488,86.69,0.8548191352882476,9019,10000,,Yellow,Golden Brown,Bone Necklace,Bored,Bored,Vietnam Era Helmet
1492,3.0,0.946648876948224,6368,10000,,Aquamarine,Gray,,Jovial,Zombie,Beanie
1493,75.0,0.9865051580636766,4973,10000,,Blue,Gray,Striped Tee,Bored Unshaven Cigarette,Robot,Cowboy Hat
1494,0.5,0.9778961332662922,5291,10000,,Purple,Cream,Puffy Vest,Grin,Wide Eyed,Vietnam Era Helmet
1495,22.98,1.079588968789713,2416,10000,Silver Hoop,Army Green,Cream,Vietnam Jacket,Bored,Sad,Bayc Flipped Brim
1497,84.5,0.902566332868954,7863,10000,,Gray,Golden Brown,Guayabera,Bored,Coins,Commie Hat
1498,0.33,0.8973447219418138,8008,10000,,Gray,Cheetah,Sleeveless T,Bored,Blindfold,
1499,56.0,0.8143734415026702,9632,10000,,Yellow,Golden Brown,,Bored,Bored,Ww2 Pilot Helm
1500,0.79,0.8276933264458011,9481,10000,,,,,,,
1501,0.32,0.8780357258154879,8527,10000,,Aquamarine,Tan,,Bored,Zombie,Irish Boho
1503,1.75,1.256965428597649,277,10000,Diamond Stud,Blue,Pink,Tie Dye,Bored,Scumbag,Faux Hawk
1505,3.25,0.9732802965022505,5455,10000,,Yellow,White,Work Vest,Bored Unshaven,Heart,Commie Hat
1506,0.2,0.9712424983541368,5529,10000,,Blue,Pink,Black Holes T,Bored Unshaven,Robot,Bowler
1507,38.6,1.0596749398017122,2860,10000,Silver Stud,Gray,Brown,Wool Turtleneck,Bored,Closed,Prussian Helmet
1508,1.85,1.0497947558424594,3062,10000,,,,,,,
1509,68.5,1.065169275933738,2733,10000,Silver Hoop,Blue,Pink,Striped Tee,Bored Unshaven,Wide Eyed,Commie Hat
1510,4.5,1.1377993118708367,1375,10000,,Yellow,Golden Brown,Sleeveless T,Bored Unshaven Pipe,Blindfold,Ww2 Pilot Helm
1511,6.0,0.9487562784151315,6294,10000,,,,,,,
1512,0.4,1.0019559885668825,4443,10000,Silver Hoop,Yellow,Black,Navy Striped Tee,Bored Unshaven,3d,Beanie
1513,0.6,0.9831289371513662,5094,10000,,Orange,Pink,,Bored,Blue Beams,
1514,0.5555,1.0815499937190958,2376,10000,,New Punk Blue,White,Rainbow Suspenders,Phoneme Oh,Angry,Halo
1515,30.0,1.1201038758043802,1633,10000,,Blue,Dark Brown,Sleeveless Logo T,Phoneme Vuh,Laser Eyes,Sushi Chef Headband
1516,4.44,1.2586315897441858,267,10000,Silver Hoop,Purple,Brown,Sleeveless Logo T,Bored Bubblegum,Crazy,Police Motorcycle Helmet
1517,289.0,1.0960172557459362,2075,10000,,,,,,,
1518,9.5,1.0559519144190257,2934,10000,,Yellow,Dark Brown,Cowboy Shirt,Phoneme Wah,Coins,Vietnam Era Helmet
1519,4.95,1.0397142287012855,3328,10000,Silver Hoop,Orange,Dark Brown,Sailor Shirt,Bored,Sad,Spinner Hat
1520,1.59,0.967737548085318,5644,10000,Silver Hoop,Blue,White,Tanktop,Grin,Bloodshot,
1521,21.0,0.9507414494254408,6232,10000,,Gray,Golden Brown,Bayc T Black,Phoneme Oh,Sad,
1522,87.25,0.8644698707976077,8846,10000,,Orange,Tan,Striped Tee,Phoneme L,Bored,
1523,66.0,0.7999138190000441,9770,10000,,Aquamarine,Dark Brown,Puffy Vest,Bored Cigarette,Bored,
1524,47.0,1.2453742230056215,333,10000,Silver Stud,Orange,Robot,Leather Punk Jacket,Small Grin,Bloodshot,Sushi Chef Headband
1525,115.0,1.024916414678862,3751,10000,Gold Hoop,Aquamarine,Black,Rainbow Suspenders,Jovial,Closed,
1526,94.69,0.9406731532104566,6590,10000,,,,,,,
1527,5.0,1.0966883442807094,2060,10000,,Purple,Dmt,Bone Tee,Grin,Blindfold,Faux Hawk
1528,4.19,0.9631296295161472,5779,10000,,Orange,Red,Black T,Bored,Heart,Party Hat 1
1529,106.0,0.8355493057792723,9355,10000,,Army Green,Brown,Guayabera,Bored Cigarette,Bloodshot,
1530,1.95,1.0130196435702803,4090,10000,,New Punk Blue,Pink,Bone Necklace,Discomfort,Bored,Spinner Hat
1531,1.65,0.9503830565734678,6240,10000,,Orange,Trippy,Vietnam Jacket,Bored,Bored,Halo
1532,3.69,0.9794930790506924,5226,10000,,New Punk Blue,Cheetah,,Tongue Out,Sleepy,Bayc Flipped Brim
1533,1.5,1.0117260332346525,4138,10000,,Yellow,Gray,,Grin Multicolored,Sad,Bayc Flipped Brim
1534,5.8,0.8859997916131434,8332,10000,,Gray,Brown,Guayabera,Bored Unshaven Cigarette,Wide Eyed,
1536,68.399,0.9247580823712112,7131,10000,,Army Green,Dark Brown,Navy Striped Tee,Phoneme Vuh,Sleepy,Halo
1538,51.05,0.9531469808356472,6144,10000,Silver Hoop,Orange,Dark Brown,Service,Dumbfounded,Sleepy,
1539,2.69,1.168323510484244,992,10000,Silver Hoop,Army Green,Robot,Sailor Shirt,Bored,Eyepatch,Police Motorcycle Helmet
1540,87.0,0.9617280329021906,5835,10000,,Army Green,Black,Bandolier,Bored Unshaven,Zombie,Sushi Chef Headband
1541,1.75,1.0129843673717274,4093,10000,Silver Hoop,Army Green,Dark Brown,Prom Dress,Phoneme Oh,Closed,
1542,111.0,1.0997271160501751,1992,10000,Silver Hoop,Purple,Black,Vietnam Jacket,Bored Unshaven Cigarette,Bored,Police Motorcycle Helmet
1543,3.49,1.057198229821116,2910,10000,,Orange,Red,Navy Striped Tee,Bored Kazoo,Crazy,Beanie
1544,93.0,0.8844259994601492,8381,10000,,,,,,,
1545,95.0,0.8104134239898809,9681,10000,,Gray,Tan,Sleeveless T,Bored,Bored,Beanie
1546,86.0,1.0597226057427716,2859,10000,Silver Hoop,Blue,Blue,Sleeveless T,Bored,Closed,Commie Hat
1547,2.0,0.7474481509343834,9961,10000,,Yellow,Brown,,Bored,Bored,Bayc Hat Black
1548,60.0,0.9392118475826968,6654,10000,,New Punk Blue,Brown,Sleeveless Logo T,Bored,Eyepatch,Sushi Chef Headband
1549,145.0,1.136614875407985,1394,10000,Silver Hoop,Aquamarine,Black,Leather Punk Jacket,Bored,Blindfold,Bayc Hat Red
1550,96.0,0.9265408733035368,7066,10000,,Army Green,White,Toga,Bored Unshaven,Blindfold,
1551,0.7455200181733073,1.1739563645691176,942,10000,Gold Hoop,Orange,Cheetah,Hawaiian,Small Grin,Bored,Bayc Flipped Brim
1552,0.509,0.9731465552511852,5460,10000,Gold Hoop,Aquamarine,Zombie,Sleeveless T,Bored,Wide Eyed,
1553,55.0,0.9395404800294366,6642,10000,,Blue,White,Caveman Pelt,Bored Unshaven,Bloodshot,Halo
1554,135.0,1.228991204924814,439,10000,Silver Stud,Blue,Zombie,Tanktop,Dumbfounded,Scumbag,Army Hat
1555,3.12,1.0640787662218822,2760,10000,,Gray,Cream,Work Vest,Grin Multicolored,Sleepy,Horns
1556,8.655,0.9704724835115084,5558,10000,Silver Stud,Aquamarine,Black,Pimp Coat,Phoneme Vuh,Bored,
1558,69.0,1.0990499849751043,2003,10000,,Yellow,Black,Tweed Suit,Rage,Hypnotized,Party Hat 1
1559,5.0,1.0365982437123695,3411,10000,,Yellow,Brown,Tweed Suit,Bored Pipe,Closed,Irish Boho
1560,2.9999,1.2281501371644012,445,10000,Silver Hoop,Army Green,Gray,Admirals Coat,Bored Cigarette,Heart,Bowler
1561,57.0,1.2718799396285536,219,10000,Gold Hoop,Orange,Dark Brown,Striped Tee,Bored Unshaven Pizza,Closed,Spinner Hat
1562,12.0,1.0205634323378825,3867,10000,,New Punk Blue,Trippy,,Bored Unshaven,Scumbag,Bayc Flipped Brim
1563,95.0,1.0699480138982724,2618,10000,Silver Hoop,Army Green,White,Tie Dye,Bored,Bored,Vietnam Era Helmet
1564,74.74,0.9640550763812468,5754,10000,,Gray,Dmt,Prison Jumpsuit,Bored,Closed,Vietnam Era Helmet
1566,0.085,0.9017885738802628,7887,10000,,New Punk Blue,Dark Brown,,Rage,Wide Eyed,Halo
1567,47.99,0.9046699645290556,7777,10000,,,,,,,
1568,139.0,0.9896923502533244,4853,10000,,Orange,Blue,Smoking Jacket,Tongue Out,Angry,
1569,70.0,1.0089124260040836,4214,10000,,,,,,,
1570,0.36,0.9962371634466652,4638,10000,,Gray,Red,Cowboy Shirt,Bored Unshaven,Closed,Stuntman Helmet
1571,1.55,0.959750641974634,5907,10000,,New Punk Blue,Dark Brown,Lumberjack Shirt,Bored Unshaven,Robot,Party Hat 1
1572,0.55,0.9643865809730828,5745,10000,,Army Green,Black,Work Vest,Grin Gold Grill,Sleepy,
1573,68.5,0.9854626717937294,5007,10000,,Purple,Zombie,Toga,Bored Cigarette,Closed,Cowboy Hat
1574,67.98,1.0747778619136634,2505,10000,,,,,,,
1575,109.5,1.0787038810962233,2428,10000,,Aquamarine,Gray,Bandolier,Tongue Out,Sunglasses,Short Mohawk
